description,title,price,stocks
The Cooper Bussmann AGC Series 3 Amp Silver Automotive Fuses (5-Pack) are intended for use in automotive applications. These fuses are rated for up to 3 amps and 250 volts each. The fuses are CSA- and UL listed and feature nickel-plated brass end caps and glass-tube constructions.For use in automotive applicationsNickel-plated brass end capsGlass-tube constructions3 Amp s and 250 voltsCSA- and UL listedIncludes 5 fuses,Cooper Bussmann AGC Series 3 Amp Silver Automotive Fuses (5-Pack),495.0,13
"This attractive media Fireplace mantel was designed to add ambiance and warmth to your space. The open center shelf has integrated wire management for your media components. Each of the side cabinets has glass inserts with metal mullion overlays, as well as three adjustable shelves. The shelves are reversible; the flat side for storing media and a notched side to store and display your favorite bottles of wine. The 2 drawers provide additional storage for odds and ends.1,400-Watt fireplace can plug into any standard 120-Volt outlet to add a glow to your roomRichly detailed laminate provides the ambience of real wood without the upkeep and maintenanceWalnut furniture finishRealistic resin logs and ember beds to add a warm glow to the roomHeats a room up to 1,000 sq. ft.Automatic on-screen LED indicator will fade after your desired temperature is setRemote control includedEnergy efficient LED technology for a ribbon less flame effectHold up to a 65 in. flat screen TVCSA certifiedHome Depot Protection Plan:",Home Decorators Collection Rosengrant 59.5 in. Media Console Electric Fireplace in Walnut with Reversible Wine Shelves,42500.0,20
"These InSinkErator Replacement Filter Cartridges (2-Pack) keep your water tasting clean by reducing the presence of sediment and chlorine. These filters are ideal to use in your instant hot-water dispenser and feature a sanitary quick-change design to minimize contact with used filter material. The twist-and-lock design allows for quick-and-easy filter swaps.Reduces chlorine taste and odor, as well as sediments for clean-tasting water6 - 12 month filter life for convenient maintenance intervalsSanitary quick-change design to minimize contact with used filter materialTwist-and-lock design for quick-and-easy filter changesNSFA standard 42 listed for quality assuranceAutomatically shuts water off when filter cartridge is replaced",InSinkErator Replacement Filter Cartridges (2-Pack),1299.0,3
"Get peace of mind for all of your home-improvement products with The Home Depot Protection Plan. If your product experiences a covered failure, we will repair your product or replace it with an eGift Card or check. After you purchase your Home Depot Protection Plan, a separate confirmation email will be sent to you. This confirmation will include the terms & conditions and provide instructions on how to file a claim should your product experience a covered failure.There are no deductiblesCoverage begins when the manufacturer's labor warranty ends and provides 3 additional years of protectionDay one benefits include: 30% Reimbursement on select maintenance parts, power surge protection and 24/7 customer support. Simply call 1-800-HOMEDEPOT for support. Additional benefits begin following the expiration of the MFR warranty (see below)Delivered by email",The Home Depot 3-Year Protection Plan for Mowers ($300-$399.99),2999.0,2
"The Legion Panoramic Infrared Electric Stove from Hampton Bay is ideal for a variety of family and seasonal rooms. The patented panoramic design provides a unique 3-sided view of the flame and ember bed through the sides and operable glass doors. This unit has a thermostatic fan forced air heater that provides 5,200 BTUs to heat a room up to 1,000 sq. ft. Simply assemble the legs onto the base and plug it in for instant heat, or use it without the heater for year-long enjoyment.Infrared quartz heating technology provides supplemental heat for up to 1,000 sq. ft.Operable doors with glass panelsPatented 3-sided fire and ember bed view designFlame operates with or without heat for year-round enjoymentMatte black finishHome Depot Protection Plan:","Hampton Bay Legion 1,000 sq. ft. Panoramic Infrared Electric Stove",26999.0,29
"Taking its design cues from traditional Craftsman furniture, the Archer line of baths reveals beveled edges and curved bases for a clean, sophisticated style. This bath offers a low step-over height while allowing for deep, comfortable soaking. A lumbar arch gently support the natural curves of your body.Comfort depth design offers a convenient 19 in. step-over height while retaining the same depth as a standard 21 in. bathMolded lumbar support offers extra comfort while bathingSlotted overflow allows for deep soakingIntegral apronTile flange helps prevent water from seeping behind wall and simplifies alcove installationTextured bottom surfaceRight-hand drainCoordinates with other products in the Archer collectionDrain sold separatelyMade with acrylic60 in. L x 32 in. W x 19 in. H",KOHLER Archer 5 ft. Right Drain Soaking Tub in White,24000.0,26
"LDR ten ft. pipe is the way to go when selecting pipe for your residence. Our durable, malleable, black steel is 100% pressure tested and protected right at the factory. Our ten ft. pipe is available in sizes suitable for residential gas, air and lp applications.Sch. 40 malleable black steel construction for durabilityHydrostatically testedDo not use with drinking waterPressure tested directly at the factoryProtected from corrosion with varnishNote: Product may vary by store.",1/2 in. x 120 in. Black Steel 10 ft. Schedule 40 Pipe,550.0,8
"Try the Roundup 32 oz. Concentrate Plus Weed and Grass Killer containing Fast-Act technology for results in 12 hours. The 32 oz. solution kills weeds and unwanted grass at the roots and provides up to 3,000 sq. ft. of coverage. Rainproof in 30 minutes, the solution provides control that won't wash away.Kills weeds and unwanted grass at the rootsFor use with a tank sprayer (not included) for easy application32 oz. container treats up to 3,000 sq. ft. for large jobsRainproof in 30 minutes for weed and grass control that won't wash awayFast-act technology provides visible results in 12 hours and an appealing outdoor area6 oz. per 1 Gal. of water offers the best results",Roundup 32 oz. Concentrate Weed and Grass Killer,799.0,22
"Made of solid Vikrell material, the 4 piece modular All Pro bath/shower features a realistic tile look wall surround, integrated towel bar, and 2 shelves. Bathtub showers from STERLING also enjoy the performance of solid Vikrell material. Vikrell is a highly durable material that retains its attractive luster and color while minimizing the appearance of minor scratches and other signs of normal use. It's also easy to clean-requiring only a soft sponge and a mild cleanser.60 in. (152.4 cm) x 30 in. (76.2 cm) x 72-3/4 in. (184.8 cm) complete unit finished dimensions60-1/4 in. (153 cm) x 31-1/2 in. (80 cm) x 74 in. (188 cm) complete unit rough-in dimensions include flangeRealistic tile wall surroundMade from solid vikrell material for strength, durability, and lasting beautyModular design allows it to be moved around corners and through doorways with easeLightly textured swirl-gloss finish hides scratches from everyday use; very practical for larger familiesFeatures 4 convenient shelves for ample storage and an 18 in. acrylic towel barConforms to CSA B45 national consensus standardsCaulk is required in both vertical and horizontal wall seams to finish installationDesigned with a 15 in. apron",STERLING All Pro 60 in. x 30 in. x 72-3/4 in. Shower Kit with Left Drain in White,35000.0,27
The Self-Closing Overlay Hinges (10-Pack) make it a breeze to mount cabinet and vanity doors. The hinges feature steel construction for durability and a satin nickel finish to add an attractive look.Mounts cabinet and vanity doorsSteel constructionSatin nickel finishIncludes hardware for easy installationEasy installation,Liberty 2 in. x 2-3/4 in. Nickel Self Closing Overlay Hinges (10-Pack),495.0,14
